grade,atrisk,at_risk_3,read_scale_score,ell_indicator,math_scale_score
5,1,2,0.187000302,No,-0.509845015
5,1,2,0.187000302,No,-0.349351122
8,0,0,0.509403415,No,0.57136082
8,0,0,0.509403415,No,0.733412514
7,1,2,0.698777415,No,0.57136082
7,1,2,0.698777415,No,0.733412514
8,0,0,-0.203610426,No,0.122584736
8,0,0,-0.203610426,No,-0.779703644
7,0,0,-0.037024163,No,0.122584736
7,0,0,-0.037024163,No,-0.779703644
4,0,0,1.50329209,No,1.330288922
4,0,0,1.50329209,No,1.41585923
5,0,0,1.428732431,No,1.330288922
5,0,0,1.428732431,No,1.41585923
4,0,0,-0.394381408,No,0.479135938
4,0,0,-0.394381408,No,-0.307159333
3,0,0,-0.164152807,No,0.479135938
3,0,0,-0.164152807,No,-0.307159333
10,1,2,-0.364999635,No,0.008230427
6,1,2,-0.371177709,No,-0.448753038
6,1,2,-0.371177709,No,-0.589695605
7,1,2,-0.176189903,No,-0.448753038
7,1,2,-0.176189903,No,-0.589695605
5,0,0,1.390986348,No,1.543219265
5,0,0,1.390986348,No,1.566003546
6,0,0,1.163699091,No,1.543219265
6,0,0,1.163699091,No,1.566003546
10,0,0,0.515715562,No,0.193291829
7,1,2,0.421376692,No,0.802232766
7,1,2,0.421376692,No,-0.382536615
6,1,2,0.458168485,No,0.802232766
6,1,2,0.458168485,No,-0.382536615
10,0,0,0.713823766,No,1.594427586
11,1,2,-0.739120819,No,-0.778771956
7,1,2,-1.590383051,No,-2.057184819
7,1,2,-1.590383051,No,-1.860500901
8,1,2,-1.233519306,No,-2.057184819
8,1,2,-1.233519306,No,-1.860500901
10,1,2,-1.846126217,No,-0.778771956
4,0,0,-2.983435707,No,-1.395835429
4,0,0,0.924359471,No,2.216279337
4,0,0,0.924359471,No,1.144288407
5,0,0,0.269782444,No,2.216279337
5,0,0,0.269782444,No,1.144288407
8,0,0,1.380864775,No,0.373146762
8,0,0,1.380864775,No,0.122584736
7,0,0,0.28999876,No,0.373146762
7,0,0,0.28999876,No,0.122584736
5,0,0,0.224566959,No,0.992472139
5,0,0,0.224566959,No,1.049430173
6,0,0,0.7157557,No,0.992472139
6,0,0,0.7157557,No,1.049430173
7,1,2,-0.432289873,No,-0.526426133
7,1,2,-0.432289873,No,-0.0514545
6,0,0,-0.702916187,No,-0.526426133
6,0,0,-0.702916187,No,-0.0514545
10,1,2,-1.638562705,No,-1.472260788
10,1,2,-1.638562705,No,-0.778771956
9,1,2,-1.832858295,No,-1.472260788
9,1,2,-1.832858295,No,-0.778771956
6,0,0,-0.702916187,No,-0.39988719
6,0,0,-0.702916187,No,-0.647402307
7,0,0,-0.773756499,No,-0.39988719
7,0,0,-0.773756499,No,-0.647402307
10,1,2,1.249644892,No,0.748476035
3,0,0,1.2358865,No,2.430155708
3,0,0,1.2358865,No,1.061280613
4,0,0,3.307375263,No,2.430155708
4,0,0,3.307375263,No,1.061280613
10,0,0,1.102859026,No,2.22896725
7,0,0,0.535265953,No,0.891915167
7,1,2,0.944044608,No,0.57136082
7,1,2,0.944044608,No,0.229040461
8,1,2,-0.045162906,No,0.57136082
8,1,2,-0.045162906,No,0.229040461
3,1,2,0.192080659,No,-0.312251279
10,1,2,0.442322629,No,0.316666097
7,1,2,-0.176189903,No,0.54915488
7,1,2,-0.176189903,No,0.478276884
6,1,2,0.458168485,No,0.54915488
6,1,2,0.458168485,No,0.478276884
10,1,2,0.229508905,No,-0.778771956
8,0,0,-0.58680698,No,0.048885065
6,0,0,-1.117589284,No,-1.17713369
6,0,0,-1.117589284,No,-1.159120847
7,0,0,-0.773756499,No,-1.17713369
7,0,0,-0.773756499,No,-1.159120847
6,1,2,-1.523961255,No,-1.30165349
6,1,2,-1.523961255,No,-2.345369833
4,1,2,-2.332136511,No,-1.532141647
5,0,0,-0.786329845,No,0.164037884
5,0,0,-0.786329845,No,-0.308489829
6,0,0,-0.628074473,No,0.164037884
6,0,0,-0.628074473,No,-0.308489829
3,1,2,0.762402291,No,0.488421017
10,0,0,-0.071427903,No,0.563414633
7,0,0,-0.200535625,No,-0.133858741
7,0,0,-0.200535625,No,-0.995863096
8,0,0,-1.391966826,No,-0.133858741
8,0,0,-1.391966826,No,-0.995863096
7,0,0,-1.181604396,No,-0.563544193
7,0,0,-1.181604396,No,-0.26208048
8,0,0,-1.629638107,No,-0.563544193
8,0,0,-1.629638107,No,-0.26208048
7,0,0,-0.432289873,No,-0.448753038
7,0,0,-0.432289873,No,-1.159120847
6,1,2,-1.781066239,No,-0.448753038
6,1,2,-1.781066239,No,-1.159120847
10,0,0,0.075357963,No,0.008230427
8,1,2,0.700979208,No,0.048885065
7,0,0,-2.40794036,No,-1.544297865
8,1,2,-1.708861867,No,-1.544297865
10,1,2,0.575448092,No,1.466146529
7,1,2,-0.346923216,No,-0.382536615
7,1,2,-0.346923216,No,-0.273348248
6,1,2,-0.20530847,No,-0.382536615
6,1,2,-0.20530847,No,-0.273348248
10,0,0,-0.071427903,No,0.625101767
10,0,0,0.809287294,No,0.316666097
8,1,2,-0.184373797,No,1.040012054
10,0,0,0.882680227,No,0.686788901
4,1,2,-0.172276008,No,0.944851678
4,1,2,-0.172276008,No,0.494006045
3,1,2,0.18585702,No,0.944851678
3,1,2,0.18585702,No,0.494006045
10,0,0,0.575448092,No,1.850989698
5,0,0,0.600911011,No,-0.349351122
5,0,0,0.600911011,No,0.307992291
4,0,0,0.345426852,No,-0.349351122
4,0,0,0.345426852,No,0.307992291
6,0,0,1.370449299,No,0.743142576
6,0,0,1.370449299,No,0.54915488
7,0,0,0.848209975,No,0.743142576
7,0,0,0.848209975,No,0.54915488
8,0,0,1.586332213,No,1.181601624
3,0,0,0.115855055,No,1.295171423
3,0,0,0.115855055,No,0.886637211
4,0,0,0.049829392,No,1.295171423
4,0,0,0.049829392,No,0.886637211
8,1,2,0.781465845,No,1.960344258
3,0,0,-0.654166564,No,-0.707742022
3,0,0,-0.654166564,No,-0.626938945
4,0,0,-1.430873276,No,-0.707742022
4,0,0,-1.430873276,No,-0.626938945
4,0,0,0.996726049,No,0.716910943
4,0,0,0.996726049,No,0.940610289
5,0,0,1.84264314,No,0.716910943
5,0,0,1.84264314,No,0.940610289
5,0,0,-0.971949685,No,-1.571419827
5,0,0,-0.971949685,No,-1.532141647
4,0,0,-1.174271273,No,-1.571419827
4,0,0,-1.174271273,No,-1.532141647
10,1,2,-0.438392568,No,-0.546953778
4,0,0,0.996726049,No,0.648757835
5,0,0,1.097603863,No,-0.077780298
5,1,2,0.766475295,No,0.669039466
5,1,2,0.766475295,No,0.648757835
4,0,0,0.273060275,No,0.669039466
4,0,0,0.273060275,No,0.648757835
7,0,0,1.275043257,No,0.478276884
7,0,0,1.275043257,No,0.54915488
6,0,0,0.292299246,No,0.478276884
6,0,0,0.292299246,No,0.54915488
10,0,0,0.160321067,No,0.311617023
3,0,0,-0.449531176,No,0.259657504
10,1,2,-1.319107764,No,-0.917076582
4,1,2,-0.450605499,No,-0.281458416
4,1,2,-0.450605499,No,-0.169079471
5,1,2,-0.226910408,No,-0.281458416
5,1,2,-0.226910408,No,-0.169079471
11,0,0,-1.319107764,No,-1.225512252
6,1,2,-0.454112328,No,-0.448753038
4,0,0,-0.172276008,No,-0.574214459
4,0,0,-0.172276008,No,0.013420198
3,0,0,-0.654166564,No,-0.574214459
3,0,0,-0.654166564,No,0.013420198
10,1,2,0.09113323,No,-0.778771956
8,1,2,-0.184373797,No,-0.446678429
4,1,2,1.456496927,No,1.295171423
3,1,2,0.619821883,No,0.316848382
4,1,2,-0.098240875,No,-0.307159333
4,1,2,-0.098240875,No,0.246278068
3,1,2,0.395862916,No,-0.307159333
3,1,2,0.395862916,No,0.246278068
7,1,2,-0.200535625,No,-0.390302218
7,1,2,-0.200535625,No,-0.273348248
7,1,2,-1.115223125,No,-0.390302218
7,1,2,-1.115223125,No,-0.273348248
5,0,0,1.079941178,No,-0.12331892
5,0,0,1.079941178,No,0.291489308
6,0,0,0.193155077,No,-0.12331892
6,0,0,0.193155077,No,0.291489308
7,1,2,-0.691070011,No,-1.860500901
7,1,2,-0.691070011,No,-0.774967434
8,1,2,-1.075071786,No,-1.860500901
8,1,2,-1.075071786,No,-0.774967434
9,0,0,0.644635929,No,-0.073226146
8,1,2,-0.10388716,No,-3.278469825
6,1,2,1.536318537,No,-0.183887346
5,0,0,0.352564586,No,-0.417243828
4,0,0,0.490160007,No,-0.417243828
8,0,0,-0.184373797,No,-0.729857569
10,1,2,0.589108495,No,0.069917561
4,1,2,-1.101904695,No,-0.78245745
4,1,2,-1.101904695,No,-0.620921945
5,1,2,-1.468642537,No,-0.78245745
5,1,2,-1.468642537,No,-0.620921945
3,0,0,0.192080659,No,-0.426633035
3,0,0,0.762402291,No,-0.312251279
3,1,2,-1.590174438,No,-1.456068845
8,0,0,-0.667293617,No,0.11967985
5,0,0,-0.164239504,No,-0.855573507
8,0,0,-0.10388716,No,-0.588267999
10,1,2,-0.116430282,No,-2.254004103
11,0,0,-0.393181632,No,-0.137366674
10,0,0,1.249644892,No,0.501727499
8,0,0,-0.506320344,No,-0.02190972
8,0,0,1.103412392,No,0.686038129
8,1,2,1.183899029,No,1.040012054
8,0,0,-0.203610426,No,-0.454413088
8,0,0,-0.203610426,No,-1.356128848
7,0,0,-0.200535625,No,-0.454413088
7,0,0,-0.200535625,No,-1.356128848
10,1,2,0.295536763,No,-0.546953778
6,0,0,0.043840613,No,0.432193809
6,0,0,0.043840613,No,0.164037884
5,1,2,0.53561213,No,0.432193809
5,1,2,0.53561213,No,0.164037884
6,1,2,-0.10547385,No,-0.218316388
6,1,2,-0.10547385,No,-0.308489829
5,1,2,-0.242000797,No,-0.218316388
5,1,2,-0.242000797,No,-0.308489829
6,0,0,2.208900336,No,2.777691995
6,0,0,2.208900336,No,1.311100698
5,0,0,0.924418593,No,2.777691995
5,0,0,0.924418593,No,1.311100698
3,0,0,-0.021789952,No,-0.426633035
3,0,0,0.049500252,No,1.289093313
5,0,0,0.924418593,No,1.820906393
5,0,0,0.924418593,No,1.790113811
6,0,0,1.462328018,No,1.820906393
6,0,0,1.462328018,No,1.790113811
8,0,0,-1.150213438,No,-0.092704504
10,0,0,0.644635929,No,0.247476494
3,1,2,0.18585702,No,-0.335866607
3,1,2,0.18585702,No,-0.17363177
4,1,2,0.420005059,No,-0.335866607
4,1,2,0.420005059,No,-0.17363177
10,0,0,-0.18561812,No,-0.778771956
5,1,2,-0.971949685,No,-0.892492769
5,1,2,-0.971949685,No,-0.986916776
4,1,2,-2.332136511,No,-0.892492769
4,1,2,-2.332136511,No,-0.986916776
5,1,2,0.069044374,No,0.06185199
5,1,2,0.069044374,No,-0.154590676
6,0,0,0.118497845,No,0.06185199
6,0,0,0.118497845,No,-0.154590676
3,1,2,-1.564192113,No,-1.150869152
6,0,0,-0.553417241,No,0.308746536
6,0,0,-0.553417241,No,-0.154590676
5,0,0,-0.242000797,No,0.308746536
5,0,0,-0.242000797,No,-0.154590676
7,0,0,0.535265953,No,1.165731417
7,0,0,0.535265953,No,0.63547169
8,0,0,0.905522215,No,1.165731417
8,0,0,0.905522215,No,0.63547169
8,0,0,0.298546024,No,0.54444856
5,1,2,1.079941178,No,1.358048356
5,1,2,1.079941178,No,1.119923562
6,1,2,0.491784004,No,1.358048356
6,1,2,0.491784004,No,1.119923562
7,1,2,0.780533146,No,0.805465665
7,1,2,0.780533146,No,0.314917343
8,1,2,1.697759816,No,0.805465665
8,1,2,1.697759816,No,0.314917343
7,1,2,-1.285956438,No,-1.83929792
6,1,2,-1.946935478,No,-1.83929792
10,0,1,0.442322629,No,0.378353231
6,1,2,-0.454112328,No,-0.589695605
6,1,2,-0.454112328,No,-0.647402307
7,1,2,-0.176189903,No,-0.589695605
7,1,2,-0.176189903,No,-0.647402307
7,0,0,1.44577657,No,0.54915488
7,0,0,1.44577657,No,0.809358999
6,0,0,1.536318537,No,0.54915488
6,0,0,1.536318537,No,0.809358999
10,0,0,0.075357963,No,0.008230427
8,0,0,0.861952482,No,0.756832914
6,1,2,0.043495388,No,0.544493307
6,1,2,0.043495388,No,0.296076995
7,1,2,-0.26155656,No,0.544493307
7,1,2,-0.26155656,No,0.296076995
8,0,0,0.620492571,No,0.332064205
5,1,2,-0.558038976,No,-0.892492769
5,1,2,-0.558038976,No,-0.509845015
4,1,2,0.055960543,No,-0.892492769
4,1,2,0.055960543,No,-0.509845015
6,0,0,-0.180131082,No,-0.409493523
6,0,0,-0.180131082,No,-0.431937102
5,0,0,-0.008716919,No,-0.409493523
5,0,0,-0.008716919,No,-0.431937102
8,0,0,-1.150213438,No,-1.508600202
3,1,2,0.192080659,No,0.659993652
8,1,2,-1.552646622,No,-1.083831493
5,0,0,-0.144128266,No,-0.169079471
5,0,0,-0.144128266,No,0.465361348
4,0,0,-0.595338654,No,-0.169079471
4,0,0,-0.595338654,No,0.465361348
5,0,0,1.079941178,No,2.654244722
5,0,0,1.079941178,No,0.801295003
6,0,0,1.313013555,No,2.654244722
6,0,0,1.313013555,No,0.801295003
10,1,2,0.852199441,No,1.594427586
3,0,0,0.405951271,No,1.40347507
8,0,0,-0.58680698,No,0.190474635
4,1,2,-0.542451675,No,-0.27765214
4,1,2,-0.542451675,No,0.026659574
3,1,2,-0.934174425,No,-0.27765214
3,1,2,-0.934174425,No,0.026659574
7,0,0,-0.00545659,No,-0.117670923
7,0,0,-0.00545659,No,0.485885409
6,0,0,-0.122373851,No,-0.117670923
6,0,0,-0.122373851,No,0.485885409
6,0,0,0.624037724,No,0.612424351
6,0,0,0.624037724,No,1.206657537
7,0,0,-0.176189903,No,0.612424351
7,0,0,-0.176189903,No,1.206657537
5,1,2,0.683693153,No,0.035379855
5,1,2,0.683693153,No,-0.553029239
4,1,2,0.996726049,No,0.035379855
4,1,2,0.996726049,No,-0.553029239
4,1,2,-0.305872344,No,-0.509845015
4,1,2,-0.305872344,No,-2.114561474
5,1,2,-1.468642537,No,-0.509845015
5,1,2,-1.468642537,No,-2.114561474
5,0,0,-0.475284674,No,0.546392155
5,0,0,-0.475284674,No,1.358048356
6,0,0,-0.180131082,No,0.546392155
6,0,0,-0.180131082,No,1.358048356
7,1,2,0.165276723,No,0.042999109
7,1,2,0.165276723,No,-0.183887346
6,1,2,0.126430007,No,0.042999109
6,1,2,0.126430007,No,-0.183887346
8,0,0,-0.908753528,No,-1.083831493
8,0,0,1.697759816,No,1.381890868
8,0,0,1.697759816,No,1.212469513
7,0,0,1.925113379,No,1.381890868
7,0,0,1.925113379,No,1.212469513
8,0,0,0.034060854,No,-0.197969611
8,0,0,0.034060854,No,0.229040461
7,0,0,-0.527558549,No,-0.197969611
7,0,0,-0.527558549,No,0.229040461
6,1,2,-0.122373851,No,-0.250103769
7,0,0,0.421376692,No,0.213411192
7,0,0,0.421376692,No,0.422615937
6,0,0,0.541103104,No,0.213411192
6,0,0,0.541103104,No,0.422615937
10,0,0,1.763395423,No,1.118598839
3,1,2,0.120790455,No,0.431230139
6,0,0,-0.28824309,No,0.296076995
6,0,0,-0.28824309,No,-0.0514545
7,0,0,-0.346923216,No,0.296076995
7,0,0,-0.346923216,No,-0.0514545
8,0,0,0.540005935,No,1.323191194
3,1,2,-1.214182287,No,-0.94135094
3,1,2,-1.214182287,No,-1.733013828
3,1,2,-1.44759403,No,-0.94135094
3,1,2,-1.44759403,No,-1.733013828
10,0,0,0.442322629,No,0.748476035
5,0,0,0.53561213,No,0.03658646
6,0,0,0.641098468,No,0.03658646
3,0,0,1.404014126,No,1.40347507
6,1,2,0.118497845,No,-0.308489829
6,1,2,0.118497845,No,0.164037884
5,1,2,-0.553045967,No,-0.308489829
5,1,2,-0.553045967,No,0.164037884
7,1,2,-1.115223125,No,-0.779835153
7,1,2,-1.115223125,No,-0.84277349
6,1,2,-0.454112328,No,-0.779835153
6,1,2,-0.454112328,No,-0.84277349
10,1,2,-1.22343568,No,-0.265647731
5,1,2,-0.723603259,No,-0.646151232
5,1,2,-0.723603259,No,-0.485136533
4,1,2,-2.042670201,No,-0.646151232
4,1,2,-2.042670201,No,-0.485136533
3,0,0,0.955878639,No,0.770208276
3,0,0,0.955878639,No,0.360478482
4,0,0,0.420005059,No,0.770208276
4,0,0,0.420005059,No,0.360478482
5,1,2,0.435346728,No,0.261683231
10,1,2,0.735894361,No,0.995224571
7,0,0,3.560227997,No,1.020136905
7,0,0,3.560227997,No,1.165731417
8,0,0,2.727668696,No,1.020136905
8,0,0,2.727668696,No,1.165731417
10,1,2,0.075357963,No,0.686788901
5,0,0,-0.061346124,No,-0.417243828
5,0,0,-0.061346124,No,0.103532964
4,0,0,0.345426852,No,-0.417243828
4,0,0,0.345426852,No,0.103532964
3,1,2,0.745872743,No,-0.04479427
3,1,2,0.745872743,No,-0.373923115
4,1,2,-0.024205741,No,-0.04479427
4,1,2,-0.024205741,No,-0.373923115
3,0,0,1.375890431,No,1.992712093
3,0,0,1.375890431,No,2.430155708
4,0,0,1.678602327,No,1.992712093
4,0,0,1.678602327,No,2.430155708
3,1,2,-1.019852807,No,-0.826969183
4,0,0,0.197899659,No,0.961352515
4,0,0,0.197899659,No,0.362707003
3,0,0,0.255858985,No,0.961352515
3,0,0,0.255858985,No,0.362707003
8,0,0,-0.124386666,No,1.021625116
8,0,0,-0.124386666,No,1.020136905
7,0,0,0.28999876,No,1.021625116
7,0,0,0.28999876,No,1.020136905
5,1,2,0.691134715,No,0.164037884
5,1,2,0.691134715,No,0.864259264
6,1,2,1.910271409,No,0.164037884
6,1,2,1.910271409,No,0.864259264
10,0,0,1.396430758,No,0.625101767
4,0,0,0.779626316,No,1.875513793
8,1,2,-0.023400523,No,0.332064205
10,0,0,0.882680227,No,0.995224571
4,0,0,0.197899659,No,0.1880636
4,0,0,0.197899659,No,-0.040104207
3,0,0,0.395862916,No,0.1880636
3,0,0,0.395862916,No,-0.040104207
5,1,2,-1.799771104,No,-0.646151232
5,1,2,-1.799771104,No,-0.688814651
4,0,0,-0.378238922,No,-0.646151232
4,0,0,-0.378238922,No,-0.688814651
7,0,0,0.20824303,No,0.445199913
7,0,0,0.20824303,No,-0.133858741
8,0,0,-0.282834186,No,0.445199913
8,0,0,-0.282834186,No,-0.133858741
3,0,0,0.976272902,No,1.575047705
8,0,0,0.271732135,No,1.021625116
7,1,2,0.28999876,No,1.021625116
10,1,2,-0.291606702,No,-0.917076582
7,0,0,-1.712789721,No,-1.441999382
7,0,0,-1.712789721,No,-0.39988719
7,0,0,-0.00545659,No,-0.779835153
7,0,0,-0.00545659,No,-1.412198732
6,1,2,0.375233866,No,-0.779835153
6,1,2,0.375233866,No,-1.412198732
4,1,2,-1.578943543,No,-2.510364122
4,1,2,-1.578943543,No,-1.733013828
7,0,0,0.617021684,No,0.507249951
5,0,0,1.594296714,No,1.41585923
3,1,2,-1.074178356,No,-1.90765723
3,1,2,-1.074178356,No,-1.04156093
4,0,0,-1.430873276,No,-1.90765723
4,0,0,-1.430873276,No,-1.04156093
10,1,2,0.021945392,No,-0.393928787
7,1,2,0.762843318,No,0.809358999
7,1,2,0.762843318,No,0.99204118
6,0,0,0.126430007,No,0.809358999
6,0,0,0.126430007,No,0.99204118
5,1,2,-0.397523382,No,0.801295003
5,1,2,-0.397523382,No,-0.802278921
6,1,2,-1.449304023,No,0.801295003
6,1,2,-1.449304023,No,-0.802278921
6,1,2,-0.9267034,No,-1.83929792
6,1,2,-0.9267034,No,0.06185199
6,1,2,-1.283458523,No,-1.83929792
6,1,2,-1.283458523,No,0.06185199
6,0,0,1.313013555,No,-0.027139252
6,0,0,1.313013555,No,0.123575626
5,0,0,2.090837982,No,-0.027139252
5,0,0,2.090837982,No,0.123575626
5,1,2,-0.475256834,No,-0.169079471
5,1,2,-0.475256834,No,-0.21356571
4,1,2,-0.161139189,No,-0.169079471
4,1,2,-0.161139189,No,-0.21356571
3,0,0,1.375890431,No,2.430155708
3,0,0,1.375890431,No,1.992712093
4,0,0,1.30842666,No,2.430155708
4,0,0,1.30842666,No,1.992712093
UN,1,2,0.148750896,No,0.193291829
5,1,2,1.235463763,No,0.164037884
5,1,2,-0.242000797,No,0.370470172
5,1,2,-0.242000797,No,1.311100698
6,1,2,0.342469541,No,0.370470172
6,1,2,0.342469541,No,1.311100698
3,1,2,0.955878639,No,0.013420198
3,1,2,0.955878639,No,-0.040104207
4,1,2,2.196848261,No,0.013420198
4,1,2,2.196848261,No,-0.040104207
7,0,0,1.352823262,No,1.661245598
7,0,0,1.352823262,No,2.030369222
8,0,0,1.380864775,No,1.661245598
8,0,0,1.380864775,No,2.030369222
3,0,0,-0.584164599,No,-1.308616056
3,0,0,-0.584164599,No,-0.626938945
4,0,0,-1.430873276,No,-1.308616056
4,0,0,-1.430873276,No,-0.626938945
4,1,2,-1.174271273,No,-1.191376103
4,1,2,-1.174271273,No,-1.910883356
5,1,2,-2.710374665,No,-1.191376103
5,1,2,-2.710374665,No,-1.910883356
10,1,2,-0.364999635,No,-0.670328046
10,1,2,-1.430999192,No,-0.670328046
5,1,2,0.302328252,No,0.673843579
3,0,0,0.955878639,No,0.479135938
10,1,2,-0.144820836,No,-0.238518109
3,1,2,0.619821883,No,-0.426633035
7,1,2,-0.936337203,No,-0.635597344
7,1,2,-0.936337203,No,-0.518523957
8,1,2,-0.837400506,No,-0.635597344
8,1,2,-0.837400506,No,-0.518523957
4,0,0,2.009858132,No,1.262135814
4,0,0,2.009858132,No,2.162678995
5,0,0,1.594296714,No,1.262135814
5,0,0,1.594296714,No,2.162678995
6,1,2,0.458168485,No,-0.146809305
6,1,2,0.458168485,No,0.345844038
7,1,2,1.018943288,No,-0.146809305
7,1,2,1.018943288,No,0.345844038
8,0,0,0.667850935,No,0.229040461
6,0,0,-0.454112328,No,-1.412198732
6,0,0,-0.454112328,No,-1.83929792
7,0,0,-1.285956438,No,-1.412198732
7,0,0,-1.285956438,No,-1.83929792
6,0,0,0.118497845,No,0.06185199
6,0,0,0.118497845,No,-0.090864964
5,1,2,-0.553045967,No,0.06185199
5,1,2,-0.553045967,No,-0.090864964
7,1,2,0.944044608,No,0.443139082
7,1,2,0.944044608,No,0.301093612
8,1,2,0.034060854,No,0.443139082
8,1,2,0.034060854,No,0.301093612
6,0,0,-0.030816618,No,-0.061595283
5,0,0,-0.242000797,No,-0.061595283
3,1,2,0.263370863,No,-0.255060401
10,1,2,0.075357963,No,0.193291829
6,0,0,0.939727395,No,1.790113811
6,0,0,0.939727395,No,1.820906393
5,0,0,1.235463763,No,1.790113811
5,0,0,1.235463763,No,1.820906393
8,0,0,0.218059387,No,0.473653775
7,1,2,0.421376692,No,-0.146809305
7,1,2,0.421376692,No,0.279627615
6,0,0,-0.371177709,No,-0.146809305
6,0,0,-0.371177709,No,0.279627615
10,1,2,-0.805357233,No,-1.472260788
4,1,2,-0.690521942,No,-1.267298087
4,1,2,-0.690521942,No,-0.507450678
3,1,2,-0.724168529,No,-1.267298087
3,1,2,-0.724168529,No,-0.507450678
8,0,0,2.252326136,No,2.815241244
8,0,0,2.252326136,No,1.309837718
7,0,0,1.189311801,No,2.815241244
7,0,0,1.189311801,No,1.309837718
5,0,0,0.224566959,No,0.000128353
5,0,0,0.224566959,No,0.355215019
6,0,0,0.043840613,No,0.000128353
6,0,0,0.043840613,No,0.355215019
10,0,0,0.809287294,No,-0.917076582
6,1,2,-0.702916187,No,0.169538052
6,1,2,-0.702916187,No,-0.183887346
7,1,2,-1.029856469,No,0.169538052
7,1,2,-1.029856469,No,-0.183887346
3,1,2,0.255858985,No,0.537350405
3,1,2,-1.091143011,No,-1.227305331
10,0,0,0.368929696,No,1.056911705
5,1,2,-0.558038976,No,-0.509845015
5,1,2,-0.558038976,No,-0.485136533
4,1,2,-0.667705231,No,-0.509845015
4,1,2,-0.667705231,No,-0.485136533
3,0,0,0.120790455,No,-0.59820567
4,0,0,-0.450605499,No,-0.646151232
4,0,0,-0.468416542,No,0.560769826
4,0,0,-0.468416542,No,0.1880636
3,0,0,-0.724168529,No,0.560769826
3,0,0,-0.724168529,No,0.1880636
9,0,1,0.368929696,No,-0.423579511
10,1,2,0.506260254,No,1.145443888
5,1,2,-0.242000797,No,-1.110476354
5,1,2,-0.242000797,No,-0.987449831
6,1,2,-0.628074473,No,-1.110476354
6,1,2,-0.628074473,No,-0.987449831
4,1,2,-0.468416542,No,0.479135938
4,1,2,-0.468416542,No,0.026659574
3,1,2,-0.444160668,No,0.479135938
3,1,2,-0.444160668,No,0.026659574
10,1,2,-1.085060006,No,-0.393928787
4,0,0,1.900707728,No,1.992712093
4,0,0,1.900707728,No,1.495462767
3,0,0,2.075910084,No,1.992712093
3,0,0,2.075910084,No,1.495462767
7,0,0,0.336010036,No,0.865502237
7,0,0,0.336010036,No,1.27287396
6,0,0,0.624037724,No,0.865502237
6,0,0,0.624037724,No,1.27287396
6,0,0,1.014384627,No,0.493917445
6,0,0,1.014384627,No,0.100312172
5,0,0,0.53561213,No,0.493917445
5,0,0,0.53561213,No,0.100312172
4,1,2,0.123864526,No,-0.51051001
4,1,2,0.123864526,No,0.093423356
3,1,2,-0.094150841,No,-0.51051001
3,1,2,-0.094150841,No,0.093423356
7,1,2,-3.389009131,No,-1.09552178
7,1,2,-3.389009131,No,-1.572288299
8,1,2,-4.006350908,No,-1.09552178
8,1,2,-4.006350908,No,-1.572288299
3,1,2,-1.019852807,No,-1.742023236
6,0,0,1.462328018,No,1.566003546
6,0,0,1.462328018,No,1.666666538
5,0,0,1.624270226,No,1.566003546
5,0,0,1.624270226,No,1.666666538
6,0,0,0.342469541,No,1.11115381
6,1,2,0.118497845,No,-0.370213466
6,1,2,-2.195876341,No,-1.234344376
6,1,2,-2.195876341,No,-1.492830626
3,1,2,0.334661067,No,-0.59820567
6,0,0,1.20458006,No,0.296076995
6,0,0,1.20458006,No,0.345844038
7,0,0,0.933576631,No,0.296076995
7,0,0,0.933576631,No,0.345844038
3,1,2,0.976272902,No,0.488421017
8,1,2,0.620492571,No,-0.729857569
3,0,0,-0.235660564,No,0.316848382
4,0,0,0.790180726,No,0.694297389
4,0,0,0.790180726,No,0.1880636
3,0,0,0.045853089,No,0.694297389
3,0,0,0.045853089,No,0.1880636
10,1,2,0.515715562,No,0.069917561
10,1,2,-1.098928965,No,-1.472260788
11,0,0,-0.462369469,No,-1.472260788
3,1,2,0.405951271,No,-0.255060401
6,1,2,-0.628074473,No,0.610117867
6,1,2,-0.628074473,No,0.123575626
5,1,2,0.224566959,No,0.610117867
5,1,2,0.224566959,No,0.123575626
3,0,0,1.795902223,No,1.352352951
3,0,0,1.795902223,No,0.627533608
4,0,0,1.012286127,No,1.352352951
4,0,0,1.012286127,No,0.627533608
8,0,0,1.935431096,No,1.453944019
8,0,0,1.935431096,No,2.815241244
7,0,0,1.925113379,No,1.453944019
7,0,0,1.925113379,No,2.815241244
5,1,2,-1.252897601,No,-1.110897103
5,1,2,-1.252897601,No,-1.62028205
6,1,2,-1.673275719,No,-1.110897103
6,1,2,-1.673275719,No,-1.62028205
7,1,2,2.299443136,No,0.809358999
7,1,2,2.299443136,No,0.738963294
6,1,2,2.033926254,No,0.809358999
6,1,2,2.033926254,No,0.738963294
3,1,2,1.795902223,No,0.627533608
3,1,2,1.795902223,No,2.574856768
4,1,2,0.494040193,No,0.627533608
4,1,2,0.494040193,No,2.574856768
10,1,2,-0.946684331,No,-0.393928787
8,0,0,1.380864775,No,1.165731417
8,0,0,1.380864775,No,1.020136905
7,0,0,1.352823262,No,1.165731417
7,0,0,1.352823262,No,1.020136905
6,0,0,0.267812309,No,0.432193809
6,0,0,0.267812309,No,0.100312172
5,0,0,-0.397523382,No,0.432193809
5,0,0,-0.397523382,No,0.100312172
7,1,2,0.250643379,No,-1.17713369
